case_id,axis,parameters,representation,phase,ours_direct_median_ms,ours_direct_qualified_rounds,ours_prepared_median_ms,ours_prepared_qualified_rounds,cudd_fixed_median_ms,cudd_fixed_qualified_rounds,cudd_sift_median_ms,cudd_sift_qualified_rounds,agrum_conditioned_median_ms,agrum_conditioned_qualified_rounds,agrum_joint_median_ms,agrum_joint_qualified_rounds,storm_sparse_median_ms,storm_sparse_qualified_rounds,storm_compact_median_ms,storm_compact_qualified_rounds
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",original,restore,0.572577,3,55.264927,3,0.608731,3,1.421011,3,20.979428,3,15.670383,3,2.676681,3,2.175732,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,initial,0.909536,3,47.915782,3,3.338342,3,4.803168,3,17.591311,3,12.974975,3,4.015197,3,3.655742,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,repeat,0.758017,3,0.630144,3,0.68739,3,0.793121,3,8.576169,3,2.340161,3,1.587552,3,0.930608,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,counts,0.755273,3,0.599838,3,0.668522,3,0.763706,3,8.460394,3,2.297226,3,1.623156,3,1.034375,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,masks,0.672006,3,0.52217,3,0.582201,3,0.664265,3,14.924583,3,11.511311,3,2.129663,3,1.817069,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,metadata,0.68043,3,0.523342,3,0.571855,3,0.648381,3,6.894762,3,1.932224,3,1.280728,3,0.892991,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,structure,0.689773,3,50.495559,3,0.697916,3,1.002928,3,15.624984,3,12.219139,3,2.124556,3,1.853785,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",completion_projected,restore,0.727821,3,47.661263,3,0.72707,3,1.208899,3,17.027497,3,12.413807,3,2.28665,3,1.8175,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,initial,0.864068,3,56.210911,3,3.891121,3,4.59913,3,20.542827,3,15.437705,3,5.268163,3,4.575845,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,repeat,0.717405,3,0.463832,3,0.642954,3,0.704035,3,9.334256,3,2.163656,3,1.997593,3,1.034926,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,counts,0.681742,3,0.441078,3,0.540639,3,0.602511,3,9.315597,3,2.119828,3,2.12096,3,1.162749,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,masks,0.764246,3,0.427367,3,0.553658,3,0.626118,3,13.094157,3,7.802768,3,3.48871,3,2.888421,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,metadata,0.754211,3,0.440757,3,0.544754,3,0.610074,3,9.305253,3,2.122863,3,1.935969,3,0.967674,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,structure,0.764257,3,58.702682,3,0.669653,3,1.115318,3,22.065172,3,16.264252,3,3.555311,3,2.8872,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",original,restore,0.668401,3,55.927259,3,0.613108,3,1.409854,3,21.040768,3,15.720639,3,3.341727,3,3.373004,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,initial,1.031261,3,46.626298,3,3.3111,3,4.720513,3,17.411743,3,13.05941,3,4.469203,3,4.00512,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,repeat,0.880662,3,0.619498,3,0.685377,3,0.770997,3,8.555957,3,2.363276,3,1.641314,3,1.01088,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,counts,0.842206,3,0.577844,3,0.662933,3,0.742874,3,8.4803,3,2.3131,3,1.740233,3,1.118893,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,masks,0.895115,3,0.578125,3,0.660489,3,0.734973,3,11.252268,3,6.797107,3,2.736541,3,2.335204,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,metadata,0.884158,3,0.573608,3,0.680079,3,0.722494,3,8.489017,3,2.312049,3,1.569686,3,0.965601,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,structure,0.904158,3,49.259001,3,0.800402,3,1.08338,3,17.507198,3,12.948433,3,2.717292,3,2.274151,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",completion_projected,restore,0.827983,3,46.127483,3,0.723415,3,1.20875,3,17.011465,3,12.612755,3,2.746897,3,2.266019,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,initial,1.34152,3,54.729739,3,3.907012,3,4.624066,3,20.655443,3,15.358589,3,6.510921,3,5.578671,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,repeat,1.175831,3,0.467698,3,0.636324,3,0.695513,3,9.297057,3,2.169963,3,2.382665,3,1.062298,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,counts,1.120606,3,0.438684,3,0.532376,3,0.589642,3,9.297318,3,2.104056,3,2.517692,3,1.176922,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,masks,1.20271,3,0.427728,3,0.559317,3,0.608561,3,13.059861,3,7.741683,3,4.675955,3,3.936787,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,metadata,1.18938,3,0.445183,3,0.531615,3,0.591075,3,9.311028,3,2.112819,3,2.303815,3,1.018431,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,structure,1.220127,3,57.315844,3,0.666018,3,1.105743,3,22.223997,3,16.190226,3,4.812667,3,4.45201,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",original,restore,1.103231,3,54.387432,3,0.603674,3,1.424065,3,21.111644,3,15.709756,3,4.581107,3,3.736278,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,initial,1.441573,3,47.33556,3,4.226055,3,3.938059,3,17.391545,3,12.872367,3,5.821875,3,4.94383,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,repeat,1.286948,3,0.616763,3,0.681551,3,0.768764,3,8.479478,3,2.350216,3,2.159187,3,1.044732,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,counts,1.238975,3,0.579448,3,0.658546,3,0.743775,3,8.448272,3,2.329875,3,2.277729,3,1.217472,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,masks,1.289661,3,0.580718,3,0.66653,3,0.755784,3,11.149671,3,6.684854,3,3.967523,3,3.245441,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,metadata,1.381821,3,0.58058,3,0.680519,3,0.719418,3,8.390374,3,2.294301,3,2.05348,3,0.994245,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,structure,1.380849,3,49.456881,3,0.76649,3,1.074547,3,17.504416,3,12.778845,3,4.126395,3,3.233185,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",completion_projected,restore,1.287829,3,46.132079,3,0.715203,3,1.20283,3,17.00511,3,12.410668,3,3.879551,3,3.732317,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,initial,2.942623,3,55.325613,3,3.874704,3,4.583287,3,20.690937,3,15.281279,3,11.710339,3,9.453734,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,repeat,2.780797,3,0.456931,3,0.641481,3,0.684926,3,9.263521,3,2.173719,3,3.951621,3,1.10278,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,counts,2.684204,3,0.453736,3,0.539517,3,0.584224,3,9.337679,3,2.141221,3,4.057188,3,1.240669,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,masks,2.784503,3,0.445664,3,0.568891,3,0.603724,3,13.125611,3,7.793506,3,10.273058,3,8.180027,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,metadata,2.805445,3,0.441578,3,0.538375,3,0.59493,3,9.296171,3,2.131144,3,3.777296,3,1.052443,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,structure,2.854689,3,57.644802,3,0.688191,3,1.104351,3,22.147971,3,16.242376,3,10.111464,3,7.678748,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",original,restore,2.667156,3,54.948713,3,0.607349,3,1.439848,3,20.967066,3,15.634906,3,9.570411,3,7.61404,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,initial,3.003815,3,46.417955,3,4.070061,3,4.742005,3,17.430111,3,12.86736,3,10.520899,3,8.517307,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,repeat,2.797683,3,0.622832,3,0.680169,3,0.754312,3,8.510136,3,2.354564,3,3.672557,3,1.113485,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,counts,2.74224,3,0.586547,3,0.658045,3,0.718397,3,8.482555,3,2.29305,3,3.788322,3,1.2017,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,masks,2.804924,3,0.586368,3,0.685257,3,0.700329,3,11.310203,3,6.695764,3,8.581784,3,7.093532,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,metadata,2.786797,3,0.576332,3,0.672898,3,0.743235,3,8.486621,3,2.302144,3,3.506736,3,1.093855,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,structure,2.916984,3,49.111704,3,0.780751,3,1.087505,3,17.438875,3,12.81551,3,9.621929,3,6.611905,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",completion_projected,restore,2.7822,3,46.147807,3,0.725187,3,1.196881,3,16.917275,3,12.425036,3,8.589947,3,6.486785,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,initial,9.226461,3,54.659815,3,3.954355,3,4.708695,3,20.602148,3,15.327663,3,31.173069,3,24.566207,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,repeat,9.015791,3,0.467227,3,0.619618,3,0.686709,3,9.288346,3,2.16092,3,9.26263,3,1.125214,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,counts,8.726584,3,0.442921,3,0.517664,3,0.588801,3,9.297699,3,2.14134,3,9.456613,3,1.255189,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,masks,8.817175,3,0.447407,3,0.550263,3,0.608841,3,13.162747,3,7.862827,3,28.265459,3,21.703905,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,metadata,8.811486,3,0.432154,3,0.543983,3,0.601841,3,9.299684,3,2.132838,3,9.118772,3,1.067705,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,structure,9.868001,3,57.06392,3,0.666488,3,1.102117,3,22.057191,3,16.387286,3,29.46208,3,22.44662,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",original,restore,8.685873,3,54.288874,3,0.611876,3,1.453099,3,21.20175,3,15.718924,3,28.199566,3,21.269733,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,initial,8.820571,3,46.599521,3,3.292653,3,4.802998,3,17.390494,3,12.898577,3,28.526721,3,22.355294,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,repeat,8.53627,3,0.611345,3,0.671526,3,0.754763,3,8.468754,3,2.359109,3,8.994951,3,1.115729,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,counts,8.404521,3,0.584123,3,0.657455,3,0.730715,3,8.4308,3,2.309375,3,9.180401,3,1.394861,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,masks,8.446324,3,0.580068,3,0.66082,3,0.709313,3,11.237774,3,6.754032,3,25.640178,3,19.52325,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,metadata,9.268667,3,0.583724,3,0.666609,3,0.70709,3,8.356128,3,2.309184,3,8.832604,3,1.074857,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,structure,8.703583,3,49.097752,3,0.755103,3,1.068567,3,17.440637,3,12.773478,3,26.899973,3,20.447859,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",completion_projected,restore,8.323037,3,46.231395,3,0.718788,3,1.188178,3,16.77344,3,12.377691,3,25.633076,3,19.518112,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,initial,35.664074,3,55.159596,3,4.234454,3,4.863996,3,20.565849,3,15.345202,3,92.099599,3,74.7891,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,repeat,34.672903,3,0.453646,3,0.714391,3,0.748633,3,9.394084,3,2.172395,3,20.703016,3,1.337062,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,counts,34.431817,3,0.439205,3,0.745048,3,0.803305,3,9.323487,3,2.132568,3,20.967581,3,1.496234,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,masks,34.535044,3,0.439165,3,0.686258,3,0.743004,3,13.15849,3,7.748837,3,88.457318,3,72.666628,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,metadata,34.064778,3,0.424873,3,0.677786,3,0.725707,3,9.347945,3,2.144843,3,20.398436,3,1.274759,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,structure,35.585253,3,57.383298,3,0.794342,3,1.241628,3,22.164557,3,16.373856,3,99.527407,3,82.090168,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",original,restore,34.100282,3,55.141786,3,0.732328,3,1.54707,3,21.431924,3,15.77267,3,88.687595,3,71.61725,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,initial,33.451656,3,46.43319,3,4.415407,3,5.098484,3,17.326577,3,12.896034,3,80.889285,3,65.383608,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,repeat,32.476228,3,0.619027,3,0.808914,3,0.907373,3,8.451701,3,2.335004,3,20.260091,3,1.269751,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,counts,32.0346,3,0.581039,3,0.785328,3,0.871919,3,8.365772,3,2.283566,3,20.413111,3,1.377344,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,masks,32.041069,3,0.578545,3,0.792359,3,0.856595,3,11.229034,3,6.656474,3,77.198231,3,61.628709,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,metadata,32.250958,3,0.578225,3,0.781642,3,0.83937,3,8.449078,3,2.28725,3,20.119899,3,1.152625,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,structure,33.518265,3,48.648933,3,0.886491,3,1.216801,3,17.521596,3,12.688412,3,88.073182,3,71.718881,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",completion_projected,restore,31.995133,3,46.074856,3,0.851239,3,1.337353,3,16.798315,3,12.425883,3,77.288307,3,61.461465,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,initial,1.39526,3,75.106394,3,4.094112,3,4.997923,3,27.694737,3,20.892214,3,7.841919,3,6.703764,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,repeat,1.213426,3,0.50295,3,0.600658,3,0.698747,3,11.066426,3,2.188792,3,2.937875,3,1.274669,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,counts,1.190541,3,0.472635,3,0.57549,3,0.662683,3,11.087961,3,2.141241,3,3.075043,3,1.402303,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,masks,1.256882,3,0.474519,3,0.619427,3,0.698487,3,15.88627,3,9.501638,3,6.142115,3,5.541776,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,metadata,1.254228,3,0.459625,3,0.614079,3,0.695583,3,11.040777,3,2.171966,3,2.851716,3,1.234849,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,structure,1.258505,3,77.176036,3,0.725678,3,1.305776,3,29.891854,3,22.734898,3,6.63462,3,5.058245,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",original,restore,1.17665,3,73.692455,3,0.658346,3,1.470866,3,28.638175,3,21.957987,3,6.017536,3,4.923831,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,initial,1.519699,3,55.427493,3,4.186815,3,4.908357,3,19.601913,3,14.921309,3,6.103057,3,5.135631,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,repeat,1.346608,3,0.688572,3,0.756545,3,0.826982,3,8.853818,3,2.433052,3,2.205768,3,1.08361,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,counts,1.307819,3,0.663263,3,0.725758,3,0.80596,3,8.74987,3,2.383057,3,2.370668,3,1.188569,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,masks,1.351696,3,0.652177,3,0.742153,3,0.797898,3,11.805324,3,7.020183,3,4.269801,3,3.458133,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,metadata,1.368571,3,0.671956,3,0.718407,3,0.775484,3,8.816474,3,2.376876,3,2.151495,3,1.128168,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,structure,1.384345,3,58.157513,3,0.834011,3,1.194178,3,21.008571,3,15.62874,3,4.392887,3,3.382768,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",completion_projected,restore,1.332847,3,55.097393,3,0.816004,3,1.350534,3,19.850824,3,15.040991,3,4.225243,3,3.997018,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,initial,8.865486,3,74.612983,3,5.158076,3,5.226849,3,58.39147,3,32.251067,3,42.818214,3,31.206417,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,repeat,8.663107,3,1.187777,3,1.496034,3,1.646442,3,34.195596,3,6.335578,3,16.49209,3,1.497526,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,counts,8.545222,3,1.160727,3,1.522685,3,1.593822,3,33.811114,3,6.289658,3,16.716891,3,1.641484,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,masks,8.551932,3,1.19612,3,1.511668,3,1.655835,3,46.550933,3,20.602046,3,40.100461,3,28.985235,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,metadata,8.654087,3,1.15024,3,1.503105,3,1.620142,3,34.143057,3,6.27759,3,16.204822,3,1.402181,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,structure,8.832407,3,77.210651,3,1.676457,3,2.288423,3,60.86268,3,34.150757,3,40.303368,3,29.791335,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",original,restore,8.475958,3,73.67847,3,1.551889,3,2.430398,3,58.361295,3,33.110708,3,39.675218,3,36.144343,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,initial,1.687244,3,55.298961,3,4.375331,3,4.94204,3,19.685258,3,15.172864,3,6.309219,3,5.33344,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,repeat,1.514312,3,0.841683,3,0.897288,3,0.976898,3,8.903775,3,2.571722,3,2.369896,3,1.273647,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,counts,1.484756,3,0.813631,3,0.855495,3,0.933142,3,8.899328,3,2.501626,3,2.485632,3,1.309091,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,masks,1.527892,3,0.86566,3,0.882426,3,0.928425,3,11.811174,3,7.096108,3,4.534412,3,3.508901,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,metadata,1.540901,3,0.805529,3,0.858359,3,0.913252,3,8.888842,3,2.51807,3,2.292961,3,1.187227,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,structure,1.609977,3,58.144527,3,0.975927,3,1.319628,3,20.891089,3,15.90367,3,4.462734,3,3.527388,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",completion_projected,restore,1.490425,3,55.023654,3,0.946533,3,1.476244,3,20.070165,3,15.200195,3,4.536235,3,4.061507,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,initial,40.543824,3,76.90164,3,9.718959,3,9.633416,3,190.871338,3,79.840918,3,198.791604,3,140.642883,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,repeat,40.024758,3,5.003653,3,5.575178,3,6.011457,3,136.20579,3,24.568301,3,72.604457,3,1.617297,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,counts,40.048914,3,4.08416,3,5.495977,3,5.90736,3,135.764371,3,24.653079,3,73.048909,3,1.800695,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,masks,40.273505,3,4.094697,3,5.521066,3,5.89397,3,179.645346,3,68.749242,3,185.355593,3,128.821099,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,metadata,40.308277,3,4.16322,3,5.565592,3,5.984605,3,135.869259,3,24.592557,3,72.296601,3,1.562014,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,structure,40.912201,3,79.884603,3,5.965749,3,6.82585,3,196.979398,3,82.428184,3,186.414963,3,132.243472,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",original,restore,40.381468,3,77.441345,3,5.629788,3,7.006924,3,191.12196,3,80.788832,3,191.398305,3,136.696353,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,initial,2.276203,3,58.573774,3,4.866655,3,5.493043,3,20.291709,3,15.400692,3,6.916405,3,5.999676,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,repeat,2.130323,3,1.427901,3,1.488513,3,1.570517,3,9.568541,3,3.09901,3,2.937013,3,1.886915,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,counts,2.027528,3,1.403684,3,1.463094,3,1.527021,3,9.570574,3,3.089193,3,3.075683,3,1.920596,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,masks,2.142792,3,1.452889,3,1.555284,3,1.613743,3,12.420908,3,7.768142,3,5.055247,3,4.343383,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,metadata,2.114209,3,1.437505,3,1.498118,3,1.514772,3,9.615582,3,3.127622,3,3.026029,3,2.533784,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,structure,2.911776,3,61.982302,3,1.588124,3,1.914156,3,21.653528,3,16.456459,3,5.077511,3,4.307209,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",completion_projected,restore,2.065415,3,58.618841,3,1.654684,3,2.173879,3,20.622159,3,15.701383,3,5.783128,3,4.061203,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,initial,84.052444,3,82.708082,3,15.764472,3,15.890647,3,374.908116,3,144.100777,3,397.086613,3,276.993361,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,repeat,82.188386,3,8.10136,3,11.231357,3,11.844408,3,283.667768,3,49.342791,3,147.702167,3,1.741515,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,counts,82.816633,3,8.149635,3,10.983713,3,11.77492,3,282.642465,3,49.189939,3,148.605184,3,1.950962,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,masks,82.942394,3,8.128833,3,11.034028,3,11.836002,3,363.750857,3,132.297678,3,393.307753,3,271.406105,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,metadata,82.124799,3,8.140919,3,11.084214,3,12.016158,3,282.513956,3,49.009096,3,147.894699,3,1.75145,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,structure,83.725106,3,84.985775,3,11.768767,3,13.104441,3,383.207934,3,147.349855,3,394.315409,3,274.581291,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",original,restore,82.311678,3,83.124578,3,12.093855,3,14.130195,3,375.683107,3,145.314755,3,380.019792,3,259.605775,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,initial,3.149736,3,56.962892,3,4.960514,3,5.476879,3,21.189014,3,16.336676,3,7.508384,3,6.681651,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,repeat,2.904245,3,2.199077,3,2.261733,3,2.349224,3,10.709467,3,3.923678,3,3.720179,3,2.701438,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,counts,2.911366,3,2.172837,3,2.207571,3,2.305348,3,10.346428,3,3.906212,3,3.888955,3,2.72876,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,masks,2.984558,3,2.211245,3,2.361724,3,2.448676,3,13.412909,3,8.698144,3,5.904697,3,5.675169,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,metadata,2.971407,3,2.24079,3,2.281893,3,2.360742,3,10.38098,3,3.95823,3,3.705157,3,2.577191,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,structure,3.089887,3,59.905364,3,2.463999,3,2.821639,3,22.444457,3,17.414257,3,6.638726,3,4.979203,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",completion_projected,restore,2.90099,3,56.475335,3,2.378238,3,2.903131,3,21.402417,3,16.76283,3,5.844624,3,4.822588,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,initial,1.547311,3,66.743552,3,4.122639,3,5.041169,3,24.860366,3,18.874437,3,7.406678,3,6.332404,3
